detailedStatsLink,competitionDescription,logo,nameSeason,possibleGames,gamesPlayed,goalsScored,assists,yellowCards,secondYellowCards,redCards,startElevenPercent,minutesPlayedPercent,goalsContributedPercent,goalkeeper,concededGoals,cleanSheets,blockedPenaltyPercent,minutesPlayed,player_id,player_name,player_number
/ian-subiabre/leistungsdatendetails/spieler/1074969/wettbewerb/CLPF/saison/2023,Copa Proyección Final,https://tmssl.akamaized.net//images/logo/normal/clpf.png?lm=1727094496,2024,8.0,8.0,3.0,1.0,1.0,0.0,1.0,100.0,72.77777777777777,22.22222222222222,False,0.0,0.0,0.0,524.0,1074969,Ian Subiabre,38
/ian-subiabre/leistungsdatendetails/spieler/1074969/wettbewerb/CLI/saison/2023,Libertadores,https://tmssl.akamaized.net//images/logo/normal/cli.png?lm=1483122483,2024,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,False,0.0,0.0,0.0,27.0,1074969,Ian Subiabre,38
/ian-subiabre/leistungsdatendetails/spieler/1074969/wettbewerb/ARCA/saison/2023,Copa Argentina,https://tmssl.akamaized.net//images/logo/normal/arca.png?lm=1641845291,2024,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,1074969,Ian Subiabre,38
/ian-subiabre/leistungsdatendetails/spieler/1074969/wettbewerb/CDLP/saison/2023,Copa de la Liga,https://tmssl.akamaized.net//images/logo/normal/cdlp.png?lm=1647591044,2024,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9047619047619049,0.0,False,0.0,0.0,0.0,24.0,1074969,Ian Subiabre,38
/ian-subiabre/leistungsdatendetails/spieler/1074969/wettbewerb/CLPI/saison/2023,Copa Proyección Inicial,https://tmssl.akamaized.net//images/logo/normal/clpi.png?lm=1727214499,2024,11.0,11.0,2.0,3.0,1.0,0.0,0.0,100.0,66.66666666666666,23.809523809523807,False,0.0,0.0,0.0,660.0,1074969,Ian Subiabre,38
/ian-subiabre/leistungsdatendetails/spieler/1074969/wettbewerb/CPP1/saison/2023,Copa Proyección Inicial Playoff,https://tmssl.akamaized.net//images/logo/normal/cpp1.png?lm=1727214335,2024,3.0,3.0,0.0,1.0,0.0,0.0,0.0,100.0,79.25925925925927,16.666666666666664,False,0.0,0.0,0.0,214.0,1074969,Ian Subiabre,38
/adam-bareiro/leistungsdatendetails/spieler/514120/wettbewerb/AR1N/saison/2023,Liga Profesional,https://tmssl.akamaized.net//images/logo/normal/ar1n.png?lm=1612869286,2024,18.0,8.0,0.0,0.0,0.0,0.0,0.0,27.77777777777778,28.456790123456788,0.0,False,0.0,0.0,0.0,461.0,514120,Adam Bareiro,7
/adam-bareiro/leistungsdatendetails/spieler/514120/wettbewerb/CLI/saison/2023,Libertadores,https://tmssl.akamaized.net//images/logo/normal/cli.png?lm=1483122483,2024,10.0,8.0,1.0,0.0,3.0,0.0,0.0,60.0,58.333333333333336,9.090909090909092,False,0.0,0.0,0.0,525.0,514120,Adam Bareiro,7
/adam-bareiro/leistungsdatendetails/spieler/514120/wettbewerb/ARCA/saison/2023,Copa Argentina,https://tmssl.akamaized.net//images/logo/normal/arca.png?lm=1641845291,2024,2.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,False,0.0,0.0,0.0,90.0,514120,Adam Bareiro,7
/adam-bareiro/leistungsdatendetails/spieler/514120/wettbewerb/CDLP/saison/2023,Copa de la Liga,https://tmssl.akamaized.net//images/logo/normal/cdlp.png?lm=1647591044,2024,14.0,12.0,6.0,1.0,5.0,0.0,0.0,85.71428571428571,82.38095238095238,70.0,False,0.0,0.0,0.0,1038.0,514120,Adam Bareiro,7
